name,age,height,nationality,current_club,current_market_value,date_highest_market_value,total_transfer_proceeds,apps_season,goals_season,assists_season,played_minutes,wc_winner,cl_winner,days_in_team,days_to_contract_expiry,international_exp,offence,midfield,defence,liga1,liga2,Asia,Africa,America,Europe,goals*mins
Ilkay Gündogan,26,180,Germany,manchester city,30000000,432,33350000,16,5,2,1230,0,0,295,1165,20,0,1,0,1,0,0,0,0,1,6150
Fernandinho,31,177,Brazil,manchester city,25000000,1405,47800000,37,2,2,3044,0,0,1391,434,29,0,1,0,1,0,0,0,1,0,6088
Yaya Touré,33,188,Cote d'Ivoire,manchester city,10000000,1763,49200000,25,6,2,1967,0,1,2486,69,97,0,1,0,1,0,0,1,0,0,11802
Fabian Delph,27,174,England,manchester city,8000000,661,21000000,12,2,0,494,0,0,645,1165,9,0,1,0,1,0,0,0,0,1,988
Kevin De Bruyne,25,181,Belgium,manchester city,65000000,61,104450000,42,5,17,3257,0,0,601,1530,50,0,1,0,1,0,0,0,0,1,16285
David Silva,31,170,Spain,manchester city,30000000,1763,28750000,40,6,11,3313,1,0,2474,799,111,0,1,0,1,0,0,0,0,1,19878
Raheem Sterling,22,170,England,manchester city,45000000,556,63200000,42,9,21,3251,0,0,648,1165,30,1,0,0,1,0,0,0,0,1,29259
Leroy Sané,21,184,Germany,manchester city,30000000,274,50000000,30,9,4,2031,0,0,263,1530,6,1,0,0,1,0,0,0,0,1,18279
Nolito,30,175,Spain,manchester city,18000000,264,21200000,29,6,5,1349,0,0,295,1165,16,1,0,0,1,0,0,0,0,1,8094
Jesús Navas,31,170,Spain,manchester city,15000000,2430,20000000,30,0,5,1543,1,0,1391,69,35,1,0,0,1,0,0,0,0,1,0
Sergio Agüero,28,173,Argentina,manchester city,65000000,61,57700000,39,29,3,3051,0,0,2095,799,82,1,0,0,1,0,0,0,1,0,88479
Gabriel Jesus,20,175,Brazil,manchester city,25000000,61,32000000,5,3,2,293,0,0,111,1530,6,1,0,0,1,0,0,0,1,0,879
Kelechi Iheanacho,20,184,Nigeria,manchester city,10000000,180,0,26,7,3,860,0,0,661,1530,8,1,0,0,1,0,0,1,0,0,6020
Shkodran Mustafi,25,184,Germany,arsenal fc,30000000,180,49000000,35,2,2,3039,1,0,235,1530,15,0,0,1,1,0,0,0,0,1,6078
Laurent Koscielny,31,186,France,arsenal fc,22000000,438,14000000,37,2,1,3181,0,0,2481,1165,44,0,0,1,1,0,0,0,0,1,6362
Gabriel Paulista,26,187,Brazil,arsenal fc,12000000,800,18300000,23,0,0,1878,0,0,815,799,0,0,0,1,1,0,0,0,1,0,0
Per Mertesacker,32,198,Germany,arsenal fc,8000000,984,16000000,0,0,0,0,1,0,2061,434,104,0,0,1,1,0,0,0,0,1,0
Rob Holding,21,189,England,arsenal fc,2500000,180,3000000,14,1,1,1170,0,0,274,1165,5,0,0,1,1,0,0,0,0,1,1170
Nacho Monreal,31,179,Spain,arsenal fc,15000000,438,16000000,34,0,2,2958,0,0,1542,799,18,0,0,1,1,0,0,0,0,1,0
Kieran Gibbs,27,179,England,arsenal fc,10000000,800,0,17,0,5,1211,0,0,3583,434,10,0,0,1,1,0,0,0,0,1,0
Héctor Bellerín,22,178,Spain,arsenal fc,25000000,61,500000,33,0,3,2693,0,0,1026,2260,10,0,0,1,1,0,0,0,0,1,0
Carl Jenkinson,25,185,England,arsenal fc,6000000,438,1130000,11,1,2,927,0,0,2115,434,1,0,0,1,1,0,0,0,0,1,927
Mathieu Debuchy,31,177,France,arsenal fc,5000000,1703,21200000,4,2,0,266,0,0,1010,799,27,0,0,1,1,0,0,0,0,1,532
Granit Xhaka,24,185,Switzerland,arsenal fc,35000000,325,53500000,37,3,3,2780,0,0,295,1530,50,0,1,0,1,0,0,0,0,1,8340
Francis Coquelin,25,178,France,arsenal fc,15000000,61,1200000,32,0,0,2121,0,0,2122,1530,7,0,1,0,1,0,0,0,0,1,0
Mohamed Elneny,24,180,Egypt,arsenal fc,8500000,264,13140000,23,0,2,1043,0,0,464,1165,54,0,1,0,1,0,0,1,0,0,0
Aaron Ramsey,26,182,Wales,arsenal fc,35000000,264,6400000,23,2,3,1349,0,0,3217,434,46,0,1,0,1,0,0,0,0,1,2698
Santi Cazorla,32,168,Spain,arsenal fc,18000000,1390,43600000,11,2,3,856,0,0,1719,69,78,0,1,0,1,0,0,0,0,1,1712
Alex Oxlade-Chamberlain,23,175,England,arsenal fc,20000000,661,13800000,40,6,8,2171,0,0,2084,434,25,0,1,0,1,0,0,0,0,1,13026
Mesut Özil,28,180,Germany,arsenal fc,50000000,1312,70000000,35,11,11,2915,1,0,1328,434,84,0,1,0,1,0,0,0,0,1,32065
Alexis Sánchez,28,169,Chile,arsenal fc,65000000,61,72650000,42,23,18,3424,0,0,1017,434,108,1,0,0,1,0,0,0,1,0,78752
Alex Iwobi,20,180,Nigeria,arsenal fc,10000000,61,0,37,4,7,2281,0,0,661,1165,9,1,0,0,1,0,0,1,0,0,9124
Theo Walcott,28,176,England,arsenal fc,22000000,1193,10500000,33,19,2,2370,0,0,4110,799,47,1,0,0,1,0,0,0,0,1,45030
Olivier Giroud,30,192,France,arsenal fc,25000000,438,14000000,32,13,6,1404,0,0,1756,799,61,1,0,0,1,0,0,0,0,1,18252
Lucas Pérez,28,180,Spain,arsenal fc,17000000,180,22300000,22,8,6,1038,0,0,235,1165,0,1,0,0,1,0,0,0,0,1,8304
Danny Welbeck,26,183,England,arsenal fc,17000000,930,20000000,13,4,1,650,0,1,964,799,34,1,0,0,1,0,0,0,0,1,2600
Yaya Sanogo,24,194,France,arsenal fc,1000000,1312,0,3,4,0,205,0,0,1391,69,8,1,0,0,1,0,0,0,0,1,820
Toby Alderweireld,28,186,Belgium,tottenham hotspur,30000000,61,23000000,32,1,0,2695,0,0,654,1165,67,0,0,1,1,0,0,0,0,1,2695
Jan Vertonghen,29,189,Belgium,tottenham hotspur,25000000,61,12500000,35,0,0,3100,0,0,1745,799,91,0,0,1,1,0,0,0,0,1,0
Kevin Wimmer,24,187,Austria,tottenham hotspur,7000000,661,6250000,10,0,0,777,0,0,661,1530,8,0,0,1,1,0,0,0,0,1,0
Cameron Carter-Vickers,19,183,United States,tottenham hotspur,500000,148,0,6,0,0,540,0,0,295,799,0,0,0,1,1,0,0,0,1,0,0
Danny Rose,26,173,England,tottenham hotspur,20000000,61,1000000,21,2,4,1803,0,0,3559,1530,12,0,0,1,1,0,0,0,0,1,3606
Ben Davies,23,181,Wales,tottenham hotspur,9000000,984,12650000,28,1,1,2143,0,0,1004,1530,29,0,0,1,1,0,0,0,0,1,2143
Kyle Walker,26,181,England,tottenham hotspur,20000000,61,6140000,34,0,6,2975,0,0,2831,1530,25,0,0,1,1,0,0,0,0,1,0
Kieran Trippier,26,178,England,tottenham hotspur,6000000,661,4900000,16,0,5,1103,0,0,661,1165,2,0,0,1,1,0,0,0,0,1,0
Eric Dier,23,189,England,tottenham hotspur,22000000,61,5000000,41,2,2,3478,0,0,996,1530,17,0,1,0,1,0,0,0,0,1,6956
Victor Wanyama,25,184,Kenya,tottenham hotspur,18000000,61,30000000,40,3,0,3336,0,0,295,1530,44,0,1,0,1,0,0,1,0,0,10008
Dele Alli,21,188,England,tottenham hotspur,40000000,61,6630000,43,19,11,3401,0,0,810,1895,17,0,1,0,1,0,0,0,0,1,64619
Moussa Sissoko,27,187,France,tottenham hotspur,20000000,180,37000000,30,0,4,1156,0,0,234,1530,50,0,1,0,1,0,0,0,0,1,0
Mousa Dembélé,29,185,Belgium,tottenham hotspur,18000000,1545,30250000,32,1,2,2212,0,0,1697,799,69,0,1,0,1,0,0,0,0,1,2212
Harry Winks,21,178,England,tottenham hotspur,3000000,61,0,33,1,1,1297,0,0,295,1895,2,0,1,0,1,0,0,0,0,1,1297
Christian Eriksen,25,177,Denmark,tottenham hotspur,35000000,61,15000000,42,11,18,3498,0,0,1331,1165,66,0,1,0,1,0,0,0,0,1,38478
Josh Onomah,19,185,England,tottenham hotspur,2000000,264,0,14,2,1,454,0,0,661,1165,5,0,1,0,1,0,0,0,0,1,908
Heung-Min Son,24,184,"Korea, South",tottenham hotspur,25000000,556,40000000,40,19,8,2451,0,0,603,1165,51,1,0,0,1,0,1,0,0,0,46569
Georges-Kevin N'Koudou,22,174,France,tottenham hotspur,8000000,180,12500000,14,0,1,313,0,0,234,1530,6,1,0,0,1,0,0,0,0,1,0
Érik Lamela,25,183,Argentina,tottenham hotspur,26000000,1312,47000000,14,2,7,944,0,0,1331,1165,23,1,0,0,1,0,0,0,1,0,1888
Harry Kane,23,188,England,tottenham hotspur,50000000,61,0,31,25,5,2535,0,0,2303,1895,17,1,0,0,1,0,0,0,0,1,63375
Vincent Janssen,22,185,Netherlands,tottenham hotspur,14000000,264,22600000,35,6,4,1311,0,0,284,1165,10,1,0,0,1,0,0,0,0,1,7866
Ramiro Funes Mori,26,186,Argentina,everton fc,12000000,264,12900000,26,0,1,1806,0,0,599,1165,19,0,0,1,1,0,0,0,1,0,0
Ashley Williams,32,183,Wales,everton fc,8000000,1390,14540000,34,1,3,2979,0,0,255,799,70,0,0,1,1,0,0,0,0,1,2979
Phil Jagielka,34,180,England,everton fc,2500000,2857,6000000,22,3,0,1800,0,0,3583,434,40,0,0,1,1,0,0,0,0,1,5400
Mason Holgate,20,184,England,everton fc,2500000,61,1400000,23,0,1,1802,0,0,618,1530,2,0,0,1,1,0,0,0,0,1,0
Matthew Pennington,22,185,England,everton fc,0,477,739,739,0,0,0,0,0,477,434,1,0,0,1,1,0,0,0,0,1,0
Leighton Baines,32,170,England,everton fc,12000000,1545,7500000,28,2,4,2461,0,0,3546,799,30,0,0,1,1,0,0,0,0,1,4922
Luke Garbutt,23,180,England,everton fc,1500000,661,675000,8,0,1,579,0,0,661,1165,11,0,0,1,1,0,0,0,0,1,0
Seamus Coleman,28,177,Ireland,everton fc,17000000,661,70000,28,4,4,2497,0,0,3033,799,43,0,0,1,1,0,0,0,0,1,9988
Morgan Schneiderlin,27,186,France,everton fc,22000000,438,59400000,19,1,0,1027,0,0,100,1530,15,0,1,0,1,0,0,0,0,1,1027
Muhamed Besic,24,180,Bosnia-Herzegovina,everton fc,6000000,438,4800000,1,0,0,45,0,0,999,1530,26,0,1,0,1,0,0,0,0,1,0
Gareth Barry,36,184,England,everton fc,1500000,2857,13900000,30,2,1,2037,0,0,1019,434,53,0,1,0,1,0,0,0,0,1,4074
James McCarthy,26,180,Ireland,everton fc,15000000,800,20400000,13,1,2,678,0,0,1328,1165,41,0,1,0,1,0,0,0,0,1,678
Idrissa Gueye,27,174,Senegal,everton fc,12000000,61,17500000,30,1,2,2506,0,0,263,1165,40,0,1,0,1,0,0,1,0,0,2506
Tom Davies,18,180,England,everton fc,1500000,61,0,32,2,3,2318,0,0,111,1895,8,0,1,0,1,0,0,0,0,1,4636
Ross Barkley,23,189,England,everton fc,22000000,325,0,34,5,9,2782,0,0,2122,434,22,0,1,0,1,0,0,0,0,1,13910
Yannick Bolasie,27,185,Congo DR,everton fc,20000000,180,29660000,16,1,4,1164,0,0,250,1530,29,1,0,0,1,0,0,1,0,0,1164
Ademola Lookman,19,174,England,everton fc,5000000,61,8800000,33,9,2,2097,0,0,107,1530,9,1,0,0,1,0,0,0,0,1,18873
Kevin Mirallas,29,182,Belgium,everton fc,13000000,800,14550000,32,4,6,1774,0,0,1707,434,57,1,0,0,1,0,0,0,0,1,7096
Aaron Lennon,30,165,England,everton fc,6000000,2645,7200000,13,1,1,667,0,0,599,434,21,1,0,0,1,0,0,0,0,1,667
Dominic Calvert-Lewin,20,176,England,everton fc,1000000,233,1800000,18,5,2,999,0,0,234,1165,8,1,0,0,1,0,0,0,0,1,4995
Romelu Lukaku,23,191,Belgium,everton fc,50000000,61,53860000,34,25,7,2997,0,0,997,799,58,1,0,0,1,0,0,0,0,1,74925
Enner Valencia,27,174,Ecuador,everton fc,10000000,661,18280000,26,3,2,1132,0,0,234,69,36,1,0,0,1,0,0,0,1,0,3396
Arouna Koné,33,181,Cote d'Ivoire,everton fc,1500000,3513,33300000,6,2,0,76,0,0,1384,69,39,1,0,0,1,0,0,1,0,0,152
Jonjoe Kenny,20,176,England,everton fc u23,0,477,0,1710,0,0,0,0,0,1009,69,7,0,0,1,0,0,0,0,0,1,0
Winston Reid,28,190,New Zealand,west ham united,10000000,264,4200000,32,2,3,2770,0,0,2452,1530,21,0,0,1,1,0,1,0,0,0,5540
Angelo Ogbonna,28,189,Italy,west ham united,9000000,1367,26000000,25,0,0,2205,0,0,652,799,13,0,0,1,1,0,0,0,0,1,0
José Fonte,33,187,Portugal,west ham united,7000000,61,10600000,30,0,0,2700,0,0,92,799,20,0,0,1,1,0,0,0,0,1,0
James Collins,33,188,Wales,west ham united,2000000,2272,10900000,19,2,0,1232,0,0,1725,434,50,0,0,1,1,0,0,0,0,1,2464
Doneil Henry,24,188,Canada,west ham united,400000,800,1900000,4,0,0,132,0,0,840,434,22,0,0,1,1,0,0,0,1,0,0
Aaron Cresswell,27,170,England,west ham united,12000000,264,5030000,24,0,2,2019,0,0,1024,1530,1,0,0,1,1,0,0,0,0,1,0
Arthur Masuaku,23,179,France,west ham united,7000000,573,7400000,16,0,1,1112,0,0,257,1165,2,0,0,1,1,0,0,0,0,1,0
Sam Byram,23,183,England,west ham united,4500000,438,4800000,20,0,2,1394,0,0,458,1165,0,0,0,1,1,0,0,0,0,1,0
Álvaro Arbeloa,34,184,Spain,west ham united,1500000,2567,9200000,4,0,0,346,1,1,234,69,58,0,0,1,1,0,0,0,0,1,0
Sam Westley,23,182,England,west ham united,50000,264,0,8,0,0,495,0,0,661,0,0,0,0,1,1,0,0,0,0,1,0
Cheikhou Kouyaté,27,189,Senegal,west ham united,12000000,264,7500000,33,4,0,2908,0,0,1026,1530,36,0,1,0,1,0,0,1,0,0,11632
Havard Nordtveit,26,188,Norway,west ham united,5000000,1560,1950000,19,0,1,1150,0,0,295,1530,30,0,1,0,1,0,0,0,0,1,0
Pedro Obiang,25,185,Spain,west ham united,8000000,836,6130000,30,1,1,2407,0,0,661,799,2,0,1,0,1,0,0,0,0,1,2407
Mark Noble,29,180,England,west ham united,7000000,1544,0,33,5,2,2680,0,0,4494,1165,20,0,1,0,1,0,0,0,0,1,13400
Manuel Lanzini,24,170,Argentina,west ham united,10000000,264,19800000,34,7,2,2477,0,0,295,1165,5,0,1,0,1,0,0,0,1,0,17339
Edimilson Fernandes,21,190,Switzerland,west ham united,4500000,367,6400000,37,2,2,1689,0,0,240,1165,1,0,1,0,1,0,0,0,0,1,3378
André Ayew,27,176,Ghana,west ham united,18000000,264,24100000,21,5,1,1042,0,0,257,799,75,1,0,0,1,0,0,1,0,0,5210
Michail Antonio,27,180,England,west ham united,18000000,61,12290000,37,9,5,3022,0,0,599,1165,0,1,0,0,1,0,0,0,0,1,27198
Sofiane Feghouli,27,177,Algeria,west ham united,12000000,516,0,26,3,3,1383,0,0,295,799,42,1,0,0,1,0,0,1,0,0,4149
Gökhan Töre,25,176,Turkey,west ham united,12000000,562,12150000,8,0,1,449,0,0,285,69,26,1,0,0,1,0,0,0,0,1,0
Robert Snodgrass,29,182,Scotland,west ham united,8000000,61,23000000,35,9,6,2749,0,0,85,1165,23,1,0,0,1,0,0,0,0,1,24741
Diafra Sakho,27,184,Senegal,west ham united,12000000,264,5000000,3,1,0,153,0,0,982,434,6,1,0,0,1,0,0,1,0,0,153
Andy Carroll,28,193,England,west ham united,10000000,2265,59750000,22,7,2,1580,0,0,1391,799,9,1,0,0,1,0,0,0,0,1,11060
Jonathan Calleri,23,175,Argentina,west ham united,8000000,330,17600000,17,1,2,595,0,0,254,69,3,1,0,0,1,0,0,0,1,0,595
Ashley Fletcher,21,185,England,west ham united,1000000,180,0,27,4,2,1348,0,0,284,1165,1,1,0,0,1,0,0,0,0,1,5392
Declan Rice,18,0,Ireland,west ham united u23,0,477,0,1920,0,0,0,0,0,295,0,3,0,0,1,0,0,0,0,0,1,0
Mamadou Sakho,27,187,France,crystal palace,10000000,1312,21300000,13,1,0,1170,0,0,81,39,28,0,0,1,1,0,0,0,0,1,1170
James Tomkins,28,191,England,crystal palace,7000000,264,11700000,24,3,0,1918,0,0,291,1530,1,0,0,1,1,0,0,0,0,1,5754
Scott Dann,30,188,England,crystal palace,5000000,2084,12860000,25,4,1,1852,0,0,1177,1165,2,0,0,1,1,0,0,0,0,1,7408
Damien Delaney,35,190,Ireland,crystal palace,1500000,438,1780000,28,0,2,2100,0,0,1695,69,9,0,0,1,1,0,0,0,0,1,0
Patrick van Aanholt,26,176,Netherlands,crystal palace,9000000,61,14000000,32,4,1,2673,0,0,82,1530,6,0,0,1,1,0,0,0,0,1,10692
Jeffrey Schlupp,24,178,Ghana,crystal palace,8000000,264,13800000,22,1,0,1211,0,0,99,1530,15,0,0,1,1,0,0,1,0,0,1211
Pape Souaré,26,178,Senegal,crystal palace,6500000,264,5330000,4,0,0,360,0,0,811,799,22,0,0,1,1,0,0,1,0,0,0
Zeki Fryers,24,183,England,crystal palace,2000000,1545,7300000,12,0,1,464,0,0,964,69,0,0,0,1,1,0,0,0,0,1,0
Joel Ward,27,188,England,crystal palace,5000000,438,650000,36,0,1,3238,0,0,1756,434,0,0,0,1,1,0,0,0,0,1,0
Martin Kelly,26,191,England,crystal palace,3000000,1763,2000000,28,0,2,2033,0,0,982,69,1,0,0,1,1,0,0,0,0,1,0
Luka Milivojevic,26,186,Serbia,crystal palace,8000000,122,19110000,34,7,2,2988,0,0,81,1165,20,0,1,0,1,0,0,0,0,1,20916
Mathieu Flamini,33,177,France,crystal palace,2000000,2816,0,12,0,1,515,0,0,226,69,3,0,1,0,1,0,0,0,0,1,0
Yohan Cabaye,31,173,France,crystal palace,15000000,995,43900000,32,4,2,2167,0,0,652,434,48,0,1,0,1,0,0,0,0,1,8668
James McArthur,29,178,Scotland,crystal palace,7000000,930,9400000,26,5,3,1782,0,0,964,434,27,0,1,0,1,0,0,0,0,1,8910
Joe Ledley,30,183,Wales,crystal palace,3500000,800,3500000,21,1,0,1379,0,0,1177,69,72,0,1,0,1,0,0,0,0,1,1379
Bakary Sako,28,184,Mali,crystal palace,6000000,438,6800000,7,0,0,171,0,0,626,434,9,1,0,0,1,0,0,1,0,0,0
Wilfried Zaha,24,180,Cote d'Ivoire,crystal palace,12000000,1512,17380000,31,6,11,2614,0,0,810,1165,5,1,0,0,1,0,0,1,0,0,15684
Andros Townsend,25,177,England,crystal palace,11000000,264,31300000,35,3,7,2418,0,0,295,1530,13,1,0,0,1,0,0,0,0,1,7254
Jason Puncheon,30,173,England,crystal palace,5000000,800,3030000,33,0,4,2694,0,0,1177,799,0,1,0,0,1,0,0,0,0,1,0
Chung-Yong Lee,28,180,"Korea, South",crystal palace,1500000,2084,2500000,19,0,1,820,0,0,810,434,75,1,0,0,1,0,1,0,0,0,0
Christian Benteke,26,191,Belgium,crystal palace,27000000,556,87650000,34,14,2,2769,0,0,245,1165,32,1,0,0,1,0,0,0,0,1,38766
Loïc Rémy,30,185,France,crystal palace,9000000,1795,50500000,7,0,0,264,0,0,235,69,31,1,0,0,1,0,0,0,0,1,0
Connor Wickham,24,189,England,crystal palace,6000000,2103,19000000,10,3,0,545,0,0,628,1165,17,1,0,0,1,0,0,0,0,1,1635
Fraizer Campbell,29,172,England,crystal palace,2000000,2444,6020000,9,1,0,192,0,0,1002,69,1,1,0,0,1,0,0,0,0,1,192
Federico Fernández,28,190,Argentina,swansea city,9000000,800,13300000,25,0,2,2204,0,0,976,1165,32,0,0,1,1,0,0,0,1,0,0
Alfie Mawson,23,188,England,swansea city,3500000,61,5900000,31,6,0,2791,0,0,235,1165,2,0,0,1,1,0,0,0,0,1,16746
Jordi Amat,25,184,Spain,swansea city,2500000,1408,2900000,19,0,0,1542,0,0,1391,799,15,0,0,1,1,0,0,0,0,1,0
Mike van der Hoorn,24,190,Netherlands,swansea city,2000000,1418,6300000,10,1,0,900,0,0,290,799,13,0,0,1,1,0,0,0,0,1,900
Martin Olsson,28,178,Sweden,swansea city,4000000,1763,7550000,31,3,0,2428,0,0,95,799,40,0,0,1,1,0,0,0,0,1,7284
Stephen Kingsley,22,178,Scotland,swansea city,500000,984,0,16,0,0,1372,0,0,1026,1165,1,0,0,1,1,0,0,0,0,1,0
Kyle Naughton,28,181,England,swansea city,5000000,800,12500000,29,0,0,2509,0,0,821,434,9,0,0,1,1,0,0,0,0,1,0
Ángel Rangel,34,186,Spain,swansea city,1000000,1763,100000,21,1,0,1026,0,0,3583,434,0,0,0,1,1,0,0,0,0,1,1026
Sung-Yong Ki,28,186,"Korea, South",swansea city,7500000,661,9400000,21,0,0,1265,0,0,1702,434,88,0,1,0,1,0,1,0,0,0,0
Jack Cork,27,185,England,swansea city,5000000,264,4840000,31,0,0,2438,0,0,813,434,3,0,1,0,1,0,0,0,0,1,0
Leroy Fer,27,188,Netherlands,swansea city,8000000,1193,26600000,32,6,2,2371,0,0,291,799,11,0,1,0,1,0,0,0,0,1,14226
Tom Carroll,24,177,England,swansea city,5000000,438,5200000,17,0,2,1270,0,0,95,1165,17,0,1,0,1,0,0,0,0,1,0
Leon Britton,34,167,England,swansea city,1000000,1545,350000,13,0,0,981,0,0,2303,434,0,0,1,0,1,0,0,0,0,1,0
Jay Fulton,23,178,Scotland,swansea city,500000,61,0,21,2,2,1501,0,0,1177,1165,2,0,1,0,1,0,0,0,0,1,3002
Gylfi Sigurdsson,27,186,Iceland,swansea city,20000000,61,25800000,35,9,11,2996,0,0,1004,1165,49,0,1,0,1,0,0,0,0,1,26964
Jefferson Montero,27,170,Ecuador,swansea city,5000000,661,9000000,14,0,1,516,0,0,1003,1165,63,1,0,0,1,0,0,0,1,0,0
Wayne Routledge,32,170,England,swansea city,2500000,1390,10620000,29,3,1,2045,0,0,2088,799,11,1,0,0,1,0,0,0,0,1,6135
Kenji Gorré,22,178,Curacao,swansea city,100000,528,0,19,1,1,1178,0,0,1391,434,0,1,0,0,1,0,0,1,0,0,1178
Luciano Narsingh,26,175,Netherlands,swansea city,5000000,1562,8700000,34,3,3,1557,0,0,100,799,19,1,0,0,1,0,0,0,0,1,4671
Nathan Dyer,29,165,England,swansea city,4000000,1902,600000,12,0,3,505,0,0,3033,1165,0,1,0,0,1,0,0,0,0,1,0
Borja Bastón,24,186,Spain,swansea city,10000000,180,18000000,18,1,0,675,0,0,254,1165,0,1,0,0,1,0,0,0,0,1,675
Jordan Ayew,25,182,Ghana,swansea city,7500000,556,21900000,31,3,5,2032,0,0,81,1165,46,1,0,0,1,0,0,1,0,0,6096
Fernando Llorente,32,195,Spain,swansea city,6000000,1719,5900000,30,11,0,2088,1,0,260,434,24,1,0,0,1,0,0,0,0,1,22968
Oliver McBurnie,20,188,Scotland,swansea city,250000,556,350000,24,18,4,1702,0,0,649,434,8,1,0,0,1,0,0,0,0,1,30636
Andrea Ranocchia,29,195,Italy,hull city,5000000,1558,19800000,20,2,2,1651,0,0,81,69,21,0,0,1,1,0,0,0,0,1,3302
Curtis Davies,32,188,England,hull city,3500000,2980,21150000,27,0,2,2242,0,0,1391,434,2,0,0,1,1,0,0,0,0,1,0
Michael Dawson,33,189,England,hull city,3000000,2084,11400000,22,4,0,1909,0,0,970,434,4,0,0,1,1,0,0,0,0,1,7636
Harry Maguire,24,188,England,hull city,2500000,984,3160000,32,3,3,2636,0,0,998,434,1,0,0,1,1,0,0,0,0,1,7908
Andrew Robertson,23,178,Scotland,hull city,7000000,264,3600000,34,1,3,2900,0,0,998,434,14,0,0,1,1,0,0,0,0,1,2900
Josh Tymon,17,180,England,hull city,0,477,612,612,0,0,0,0,0,295,0,0,0,0,1,1,0,0,0,0,1,0
Moses Odubajo,23,177,England,hull city,5000000,264,6250000,0,0,0,2,0,0,624,434,2,0,0,1,1,0,0,0,0,1,0
Omar Elabdellaoui,25,179,Norway,hull city,5000000,426,1500000,12,1,1,930,0,0,92,69,24,0,0,1,1,0,0,0,0,1,930
Brian Lenihan,22,188,Ireland,hull city,100000,367,0,6,0,0,6,0,0,964,69,6,0,0,1,1,0,0,0,0,1,0
Tom Huddlestone,30,188,England,hull city,5000000,2444,10500000,35,2,1,2429,0,0,1347,434,4,0,1,0,1,0,0,0,0,1,4858
Alfred N'Diaye,27,187,Senegal,hull city,5000000,281,19000000,23,2,1,1402,0,0,81,69,10,0,1,0,1,0,0,1,0,0,2804
Ryan Mason,25,175,England,hull city,8500000,180,15400000,20,2,2,1255,0,0,235,799,1,0,1,0,1,0,0,0,0,1,2510
Markus Henriksen,24,187,Norway,hull city,5000000,281,7300000,26,3,2,1476,0,0,107,799,31,0,1,0,1,0,0,0,0,1,4428
David Meyler,27,189,Ireland,hull city,2500000,1193,2010000,28,1,1,1576,0,0,1565,434,19,0,1,0,1,0,0,0,0,1,1576
Ahmed Elmohamady,29,182,Egypt,hull city,4000000,2084,5400000,32,0,2,2427,0,0,1391,799,77,0,1,0,1,0,0,1,0,0,0
Samuel Clucas,26,178,England,hull city,2500000,61,1930000,36,1,1,3100,0,0,635,799,0,0,1,0,1,0,0,0,0,1,3100
Evandro,30,179,Brazil,hull city,2000000,661,6270000,13,1,0,595,0,0,99,799,14,0,1,0,1,0,0,0,1,0,595
Shaun Maloney,34,171,Scotland,hull city,1500000,3379,8320000,13,1,5,500,0,0,604,69,47,0,1,0,1,0,0,0,0,1,500
Lazar Markovic,23,175,Serbia,hull city,10000000,984,35000000,25,3,0,1504,0,0,89,39,22,1,0,0,1,0,0,0,0,1,4512
Kamil Grosicki,28,180,Poland,hull city,6000000,96,11250000,28,4,6,1848,0,0,81,1165,49,1,0,0,1,0,0,0,0,1,7392
Jarrod Bowen,20,175,England,hull city,0,477,0,209,0,0,0,0,0,295,799,0,1,0,0,1,0,0,0,0,1,0
Oumar Niasse,27,182,Senegal,hull city,9000000,438,23650000,20,12,0,1211,0,0,99,39,8,1,0,0,1,0,0,1,0,0,14532
Abel Hernández,26,186,Uruguay,hull city,8000000,930,15800000,27,5,3,1589,0,0,964,434,29,1,0,0,1,0,0,0,1,0,7945
Dieumerci Mbokani,31,185,Congo DR,hull city,5000000,1027,23200000,13,0,2,929,0,0,234,69,40,1,0,0,1,0,0,1,0,0,0
Will Keane,24,188,England,hull city,1500000,264,1200000,6,0,0,372,0,0,235,799,3,1,0,0,1,0,0,0,0,1,0
Adama Diomande,27,180,Norway,hull city,1500000,576,2700000,30,4,0,1791,0,0,599,434,11,1,0,0,1,0,0,0,0,1,7164
Greg Luer,22,180,England,hull city,250000,264,0,1,0,0,57,0,0,842,69,0,1,0,0,1,0,0,0,0,1,0
Lamine Koné,28,189,Cote d'Ivoire,sunderland afc,7000000,61,7500000,27,1,0,2275,0,0,451,1530,9,0,0,1,1,0,0,1,0,0,2275
Papy Djilobodji,28,193,Senegal,sunderland afc,5000000,686,13900000,23,0,0,2027,0,0,260,1165,12,0,0,1,1,0,0,1,0,0,0
Jason Denayer,21,184,Belgium,sunderland afc,4000000,460,711000,26,0,0,2108,0,0,234,39,8,0,0,1,1,0,0,0,0,1,0
Paddy McNair,21,189,Northern Ireland,sunderland afc,4000000,661,5250000,12,2,0,620,0,0,254,1165,16,0,0,1,1,0,0,0,0,1,1240
Joleon Lescott,34,191,England,sunderland afc,1000000,2857,35400000,6,0,0,459,0,0,88,69,26,0,0,1,1,0,0,0,0,1,0
John O'Shea,35,192,Ireland,sunderland afc,1000000,2644,4500000,24,0,0,1716,0,1,2116,69,117,0,0,1,1,0,0,0,0,1,0
Bryan Oviedo,27,172,Costa Rica,sunderland afc,3000000,1686,4900000,15,0,0,1236,0,0,82,1165,31,0,0,1,1,0,0,0,1,0,0
